0.50,71.0,45.0,0.0,0
0.50,71.0,112.0,0.0,1
0.50,71.0,179.0,0.0,2
0.50,71.0,246.0,0.0,3
0.50,71.0,313.0,0.0,4
0.50,138.0,45.0,0.0,5
0.50,138.0,112.0,0.0,6
0.50,138.0,179.0,0.0,7
0.50,138.0,246.0,0.0,8
0.50,138.0,313.0,0.0,9
0.50,205.0,45.0,0.0,10
0.50,205.0,112.0,0.0,11
0.50,205.0,179.0,0.0,12
0.50,205.0,246.0,0.0,13
0.50,205.0,313.0,0.0,14
0.50,272.0,45.0,0.0,15
0.50,272.0,112.0,0.0,16
0.50,272.0,179.0,0.0,17
0.50,272.0,246.0,0.0,18
0.50,272.0,313.0,0.0,19
0.50,339.0,45.0,0.0,20
0.50,339.0,112.0,0.0,21
0.50,339.0,179.0,0.0,22
0.50,339.0,246.0,0.0,23
0.50,339.0,313.0,0.0,24
0.50,406.0,45.0,0.0,25
0.50,406.0,112.0,0.0,26
0.50,406.0,179.0,0.0,27
0.50,406.0,246.0,0.0,28
0.50,406.0,313.0,0.0,29
